STATION,DATE,HOUR,REPORT_TYPE,SOURCE,HourlyDryBulbTemperature
USW00013958,2/20/2021,10:51:00,FM-15,343,48
USW00013958,2/20/2021,11:51:00,FM-15,343,52
USW00013958,2/20/2021,12:51:00,FM-15,343,56
USW00013958,2/20/2021,13:51:00,FM-15,343,58
USW00013958,2/20/2021,14:51:00,FM-15,343,61
USW00013958,2/20/2021,15:51:00,FM-15,343,61
USW00013958,2/20/2021,16:51:00,FM-15,343,60
USW00013958,2/20/2021,17:51:00,FM-15,343,58
USW00013958,2/20/2021,18:51:00,FM-15,343,55
USW00013958,2/20/2021,19:51:00,FM-15,343,54
USW00013958,2/20/2021,20:51:00,FM-15,343,52
USW00013958,2/20/2021,21:51:00,FM-15,343,50
USW00013958,2/20/2021,22:51:00,FM-15,343,49
USW00013958,2/20/2021,23:27:00,FM-16,343,49
USW00013958,2/20/2021,23:36:00,FM-16,343,48
USW00013958,2/20/2021,23:51:00,FM-15,343,48
USW00013958,2/21/2021,0:51:00,FM-15,343,46
USW00013958,2/21/2021,1:31:00,FM-16,343,46
USW00013958,2/21/2021,1:47:00,FM-16,343,45
USW00013958,2/21/2021,1:51:00,FM-15,343,45
USW00013958,2/21/2021,2:46:00,FM-16,343,45
USW00013958,2/21/2021,2:51:00,FM-15,343,45
USW00013958,2/21/2021,3:01:00,FM-16,343,45
USW00013958,2/21/2021,3:49:00,FM-16,343,45
USW00013958,2/21/2021,3:51:00,FM-15,343,45
USW00013958,2/21/2021,4:51:00,FM-15,343,45
USW00013958,2/21/2021,5:05:00,FM-16,343,45
USW00013958,2/21/2021,5:51:00,FM-15,343,46
USW00013958,2/21/2021,6:51:00,FM-15,343,47
USW00013958,2/21/2021,7:51:00,FM-15,343,49
USW00013958,2/21/2021,8:51:00,FM-15,343,52
USW00013958,2/21/2021,9:51:00,FM-15,343,58
USW00013958,2/21/2021,10:46:00,FM-16,343,64
USW00013958,2/21/2021,10:51:00,FM-15,343,64
USW00013958,2/21/2021,11:51:00,FM-15,343,67
USW00013958,2/21/2021,12:00:00,FM-12,220,67
USW00013958,2/21/2021,12:51:00,FM-15,343,69
USW00013958,2/21/2021,13:51:00,FM-15,343,74
USW00013958,2/21/2021,14:51:00,FM-15,343,75
USW00013958,2/21/2021,15:51:00,FM-15,343,75
USW00013958,2/21/2021,16:51:00,FM-15,343,74
USW00013958,2/21/2021,17:51:00,FM-15,343,71
USW00013958,2/21/2021,18:00:00,FM-12,220,71
USW00013958,2/21/2021,18:51:00,FM-15,343,66
USW00013958,2/21/2021,19:51:00,FM-15,343,64
USW00013958,2/21/2021,20:51:00,FM-15,343,60
USW00013958,2/21/2021,21:51:00,FM-15,343,66
USW00013958,2/21/2021,22:51:00,FM-15,343,61
USW00013958,2/21/2021,23:51:00,FM-15,343,59
USW00013958,2/22/2021,0:00:00,FM-12,220,59
USW00013958,2/22/2021,1:51:00,FM-15,343,52
USW00013958,2/22/2021,2:51:00,FM-15,343,49
USW00013958,2/22/2021,3:51:00,FM-15,343,50
USW00013958,2/22/2021,4:51:00,FM-15,343,48
USW00013958,2/22/2021,5:51:00,FM-15,343,43
USW00013958,2/22/2021,6:00:00,FM-12,220,43
USW00013958,2/22/2021,6:51:00,FM-15,343,46
USW00013958,2/22/2021,7:51:00,FM-15,343,47
USW00013958,2/22/2021,8:51:00,FM-15,343,53
USW00013958,2/22/2021,9:51:00,FM-15,343,60
USW00013958,2/22/2021,10:51:00,FM-15,343,64
USW00013958,2/22/2021,11:51:00,FM-15,343,68
USW00013958,2/22/2021,12:00:00,FM-12,220,68
USW00013958,2/22/2021,12:51:00,FM-15,343,71
USW00013958,2/22/2021,13:51:00,FM-15,343,72
USW00013958,2/22/2021,14:51:00,FM-15,343,74
USW00013958,2/22/2021,15:51:00,FM-15,343,74
USW00013958,2/22/2021,16:51:00,FM-15,343,73
USW00013958,2/22/2021,17:51:00,FM-15,343,70
USW00013958,2/22/2021,18:00:00,FM-12,220,70
USW00013958,2/22/2021,18:51:00,FM-15,343,66
USW00013958,2/22/2021,19:51:00,FM-15,343,62
USW00013958,2/22/2021,20:51:00,FM-15,343,58
USW00013958,2/22/2021,21:51:00,FM-15,343,56
USW00013958,2/22/2021,22:51:00,FM-15,343,54
USW00013958,2/22/2021,23:51:00,FM-15,343,53
USW00013958,2/23/2021,0:00:00,FM-12,220,53
USW00013958,2/23/2021,0:51:00,FM-15,343,53
USW00013958,2/23/2021,1:51:00,FM-15,343,52
USW00013958,2/23/2021,2:51:00,FM-15,343,49
USW00013958,2/23/2021,3:51:00,FM-15,343,49
USW00013958,2/23/2021,4:51:00,FM-15,343,49
USW00013958,2/23/2021,5:51:00,FM-15,343,49
USW00013958,2/23/2021,6:00:00,FM-12,220,49
USW00013958,2/23/2021,6:51:00,FM-15,343,49
USW00013958,2/23/2021,7:10:00,FM-16,343,49
USW00013958,2/23/2021,7:51:00,FM-15,343,53
USW00013958,2/23/2021,8:51:00,FM-15,343,58
USW00013958,2/23/2021,9:51:00,FM-15,343,67
USW00013958,2/23/2021,10:51:00,FM-15,343,73
USW00013958,2/23/2021,11:51:00,FM-15,343,75
USW00013958,2/23/2021,12:00:00,FM-12,220,75
USW00013958,2/23/2021,12:51:00,FM-15,343,77
USW00013958,2/23/2021,13:51:00,FM-15,343,77
USW00013958,2/23/2021,14:51:00,FM-15,343,78
USW00013958,2/23/2021,15:51:00,FM-15,343,79
USW00013958,2/23/2021,16:51:00,FM-15,343,77
USW00013958,2/23/2021,17:51:00,FM-15,343,75
USW00013958,2/23/2021,18:00:00,FM-12,220,75
USW00013958,2/23/2021,18:51:00,FM-15,343,72
USW00013958,2/23/2021,19:51:00,FM-15,343,71
USW00013958,2/23/2021,20:51:00,FM-15,343,68
USW00013958,2/23/2021,21:51:00,FM-15,343,65
USW00013958,2/23/2021,22:46:00,FM-16,343,64
USW00013958,2/23/2021,22:51:00,FM-15,343,64
USW00013958,2/23/2021,23:12:00,FM-16,343,64
USW00013958,2/23/2021,23:40:00,FM-16,343,64
USW00013958,2/23/2021,23:51:00,FM-15,343,64
USW00013958,2/24/2021,0:00:00,FM-12,220,64
USW00013958,2/24/2021,0:10:00,FM-16,343,64
USW00013958,2/24/2021,0:51:00,FM-15,343,65
USW00013958,2/24/2021,0:58:00,FM-16,343,65
USW00013958,2/24/2021,1:49:00,FM-16,343,64
USW00013958,2/24/2021,1:51:00,FM-15,343,65
USW00013958,2/24/2021,2:51:00,FM-15,343,65
USW00013958,2/24/2021,3:07:00,FM-16,343,65
USW00013958,2/24/2021,3:51:00,FM-15,343,65
USW00013958,2/24/2021,4:51:00,FM-15,343,65
USW00013958,2/24/2021,5:51:00,FM-15,343,65
USW00013958,2/24/2021,6:00:00,FM-12,220,65
USW00013958,2/24/2021,6:51:00,FM-15,343,65
USW00013958,2/24/2021,7:51:00,FM-15,343,66
USW00013958,2/24/2021,8:51:00,FM-15,343,67
USW00013958,2/24/2021,9:51:00,FM-15,343,69
USW00013958,2/24/2021,10:49:00,FM-16,343,72
USW00013958,2/24/2021,10:51:00,FM-15,343,72
USW00013958,2/24/2021,11:07:00,FM-16,343,73
USW00013958,2/24/2021,11:51:00,FM-15,343,77
USW00013958,2/24/2021,12:00:00,FM-12,220,77
USW00013958,2/24/2021,12:24:00,FM-16,343,79
USW00013958,2/24/2021,12:51:00,FM-15,343,80
USW00013958,2/24/2021,13:51:00,FM-15,343,82
USW00013958,2/24/2021,14:51:00,FM-15,343,83
USW00013958,2/24/2021,15:51:00,FM-15,343,84
USW00013958,2/24/2021,16:51:00,FM-15,343,83
USW00013958,2/24/2021,17:51:00,FM-15,343,80
USW00013958,2/24/2021,18:00:00,FM-12,220,80
USW00013958,2/24/2021,18:51:00,FM-15,343,77
USW00013958,2/24/2021,19:51:00,FM-15,343,75
USW00013958,2/24/2021,20:51:00,FM-15,343,71
USW00013958,2/24/2021,21:51:00,FM-15,343,69
USW00013958,2/24/2021,22:51:00,FM-15,343,68
USW00013958,2/24/2021,23:51:00,FM-15,343,66
USW00013958,2/25/2021,0:00:00,FM-12,220,66
USW00013958,2/25/2021,0:51:00,FM-15,343,65
USW00013958,2/25/2021,1:51:00,FM-15,343,64
USW00013958,2/25/2021,2:51:00,FM-15,343,63
USW00013958,2/25/2021,3:51:00,FM-15,343,61
USW00013958,2/25/2021,4:07:00,FM-16,343,61
USW00013958,2/25/2021,4:38:00,FM-16,343,60
USW00013958,2/25/2021,4:51:00,FM-15,343,60
USW00013958,2/25/2021,5:04:00,FM-16,343,60
USW00013958,2/25/2021,5:51:00,FM-15,343,59
USW00013958,2/25/2021,6:00:00,FM-12,220,59
USW00013958,2/25/2021,6:51:00,FM-15,343,58
USW00013958,2/25/2021,7:51:00,FM-15,343,57
USW00013958,2/25/2021,8:51:00,FM-15,343,57
USW00013958,2/25/2021,9:51:00,FM-15,343,57
USW00013958,2/25/2021,10:51:00,FM-15,343,54
USW00013958,2/25/2021,11:51:00,FM-15,343,56
USW00013958,2/25/2021,11:58:00,FM-16,343,55
USW00013958,2/25/2021,12:00:00,FM-12,220,56
USW00013958,2/25/2021,12:51:00,FM-15,343,54
USW00013958,2/25/2021,13:20:00,FM-16,343,53
USW00013958,2/25/2021,13:39:00,FM-16,343,53
USW00013958,2/25/2021,13:49:00,FM-16,343,52
USW00013958,2/25/2021,13:51:00,FM-15,343,52
USW00013958,2/25/2021,13:58:00,FM-16,343,52
USW00013958,2/25/2021,14:16:00,FM-16,343,53
USW00013958,2/25/2021,14:40:00,FM-16,343,52
USW00013958,2/25/2021,14:51:00,FM-15,343,53
USW00013958,2/25/2021,15:51:00,FM-15,343,53
USW00013958,2/25/2021,16:51:00,FM-15,343,54
USW00013958,2/25/2021,17:51:00,FM-15,343,53
USW00013958,2/25/2021,18:00:00,FM-12,220,53
USW00013958,2/25/2021,18:01:00,FM-16,343,53
USW00013958,2/25/2021,18:22:00,FM-16,343,52
USW00013958,2/25/2021,18:30:00,FM-16,343,52
USW00013958,2/25/2021,18:51:00,FM-15,343,52
USW00013958,2/25/2021,19:51:00,FM-15,343,52
USW00013958,2/25/2021,20:10:00,FM-16,343,52
USW00013958,2/25/2021,20:51:00,FM-15,343,52
USW00013958,2/25/2021,21:32:00,FM-16,343,51
USW00013958,2/25/2021,21:49:00,FM-16,343,52
USW00013958,2/25/2021,21:51:00,FM-15,343,52
USW00013958,2/25/2021,22:07:00,FM-16,343,52
USW00013958,2/25/2021,22:24:00,FM-16,343,51
USW00013958,2/25/2021,22:44:00,FM-16,343,51
USW00013958,2/25/2021,22:49:00,FM-16,343,52
USW00013958,2/25/2021,22:51:00,FM-15,343,51
USW00013958,2/25/2021,23:09:00,FM-16,343,51
USW00013958,2/25/2021,23:24:00,FM-16,343,51
USW00013958,2/25/2021,23:31:00,FM-16,343,51
USW00013958,2/25/2021,23:39:00,FM-16,343,51
USW00013958,2/25/2021,23:51:00,FM-15,343,51
USW00013958,2/26/2021,0:00:00,FM-12,220,51
USW00013958,2/26/2021,0:51:00,FM-15,343,50
USW00013958,2/26/2021,1:51:00,FM-15,343,49
USW00013958,2/26/2021,2:05:00,FM-16,343,48
USW00013958,2/26/2021,2:12:00,FM-16,343,48
USW00013958,2/26/2021,2:51:00,FM-15,343,48
USW00013958,2/26/2021,3:51:00,FM-15,343,47
USW00013958,2/26/2021,4:10:00,FM-16,343,47
USW00013958,2/26/2021,4:17:00,FM-16,343,48
USW00013958,2/26/2021,4:51:00,FM-15,343,48
USW00013958,2/26/2021,5:49:00,FM-16,343,48
USW00013958,2/26/2021,5:51:00,FM-15,343,48
USW00013958,2/26/2021,6:00:00,FM-12,220,48
USW00013958,2/26/2021,6:46:00,FM-16,343,48
USW00013958,2/26/2021,6:51:00,FM-15,343,48
USW00013958,2/26/2021,7:17:00,FM-16,343,48
USW00013958,2/26/2021,7:51:00,FM-15,343,48
USW00013958,2/26/2021,8:51:00,FM-15,343,49
USW00013958,2/26/2021,9:51:00,FM-15,343,50
USW00013958,2/26/2021,10:05:00,FM-16,343,50
USW00013958,2/26/2021,10:18:00,FM-16,343,51
USW00013958,2/26/2021,10:51:00,FM-15,343,52
USW00013958,2/26/2021,10:58:00,FM-16,343,52
USW00013958,2/26/2021,11:39:00,FM-16,343,53
USW00013958,2/26/2021,11:51:00,FM-15,343,53
USW00013958,2/26/2021,12:00:00,FM-12,220,53
USW00013958,2/26/2021,12:51:00,FM-15,343,55
USW00013958,2/26/2021,13:51:00,FM-15,343,56
USW00013958,2/26/2021,14:51:00,FM-15,343,58
USW00013958,2/26/2021,15:51:00,FM-15,343,58
USW00013958,2/26/2021,16:51:00,FM-15,343,60
USW00013958,2/26/2021,17:34:00,FM-16,343,59
USW00013958,2/26/2021,17:51:00,FM-15,343,59
USW00013958,2/26/2021,18:00:00,FM-12,220,59
USW00013958,2/26/2021,18:51:00,FM-15,343,59
USW00013958,2/26/2021,19:51:00,FM-15,343,58
USW00013958,2/26/2021,20:51:00,FM-15,343,58
USW00013958,2/26/2021,21:39:00,FM-16,343,59
USW00013958,2/26/2021,21:51:00,FM-15,343,58
USW00013958,2/26/2021,22:11:00,FM-16,343,59
USW00013958,2/26/2021,22:51:00,FM-15,343,59
USW00013958,2/26/2021,23:15:00,FM-16,343,59
USW00013958,2/26/2021,23:51:00,FM-15,343,59
USW00013958,2/27/2021,0:00:00,FM-12,220,59
USW00013958,2/27/2021,0:51:00,FM-15,343,59
USW00013958,2/27/2021,1:29:00,FM-16,343,59
USW00013958,2/27/2021,1:51:00,FM-15,343,59
USW00013958,2/27/2021,2:51:00,FM-15,343,58
USW00013958,2/27/2021,3:46:00,FM-16,343,59
USW00013958,2/27/2021,3:51:00,FM-15,343,59
USW00013958,2/27/2021,4:31:00,FM-16,343,59
USW00013958,2/27/2021,4:51:00,FM-15,343,59
USW00013958,2/27/2021,5:51:00,FM-15,343,59
USW00013958,2/27/2021,6:00:00,FM-12,220,59
USW00013958,2/27/2021,6:19:00,FM-16,343,59
USW00013958,2/27/2021,6:51:00,FM-15,343,59
USW00013958,2/27/2021,7:22:00,FM-16,343,59
USW00013958,2/27/2021,7:51:00,FM-15,343,59
USW00013958,2/27/2021,8:51:00,FM-15,343,61
USW00013958,2/27/2021,9:51:00,FM-15,343,63
USW00013958,2/27/2021,10:02:00,FM-16,343,64
USW00013958,2/27/2021,10:09:00,FM-16,343,64
USW00013958,2/27/2021,10:29:00,FM-16,343,65
USW00013958,2/27/2021,10:51:00,FM-15,343,65
USW00013958,2/27/2021,11:20:00,FM-16,343,66
USW00013958,2/27/2021,11:29:00,FM-16,343,67
USW00013958,2/27/2021,11:36:00,FM-16,343,67
USW00013958,2/27/2021,11:43:00,FM-16,343,67
USW00013958,2/27/2021,11:51:00,FM-15,343,68
USW00013958,2/27/2021,12:00:00,FM-12,220,68
USW00013958,2/27/2021,12:05:00,FM-16,343,67
USW00013958,2/27/2021,12:16:00,FM-16,343,68
USW00013958,2/27/2021,12:41:00,FM-16,343,68
USW00013958,2/27/2021,12:51:00,FM-15,343,69
USW00013958,2/27/2021,13:51:00,FM-15,343,78
USW00013958,2/27/2021,14:51:00,FM-15,343,78
USW00013958,2/27/2021,15:51:00,FM-15,343,77
USW00013958,2/27/2021,16:51:00,FM-15,343,76
USW00013958,2/27/2021,17:51:00,FM-15,343,75
USW00013958,2/27/2021,18:00:00,FM-12,220,75
USW00013958,2/27/2021,18:51:00,FM-15,343,73
USW00013958,2/27/2021,19:04:00,FM-16,343,73
USW00013958,2/27/2021,19:40:00,FM-16,343,73
USW00013958,2/27/2021,19:51:00,FM-15,343,73
USW00013958,2/27/2021,20:32:00,FM-16,343,72
USW00013958,2/27/2021,20:51:00,FM-15,343,72
USW00013958,2/27/2021,21:38:00,FM-16,343,72
USW00013958,2/27/2021,21:51:00,FM-15,343,72
USW00013958,2/27/2021,22:51:00,FM-15,343,71
USW00013958,2/27/2021,23:51:00,FM-15,343,72
USW00013958,2/28/2021,0:00:00,FM-12,220,72
USW00013958,2/28/2021,0:51:00,FM-15,343,72
USW00013958,2/28/2021,1:51:00,FM-15,343,71
USW00013958,2/28/2021,2:49:00,FM-16,343,72
USW00013958,2/28/2021,2:51:00,FM-15,343,71
USW00013958,2/28/2021,3:06:00,FM-16,343,71
USW00013958,2/28/2021,3:14:00,FM-16,343,71
USW00013958,2/28/2021,3:51:00,FM-15,343,71
USW00013958,2/28/2021,3:58:00,FM-16,343,71
USW00013958,2/28/2021,4:34:00,FM-16,343,71
USW00013958,2/28/2021,4:51:00,FM-15,343,71
USW00013958,2/28/2021,5:51:00,FM-15,343,71
USW00013958,2/28/2021,6:00:00,FM-12,220,71
USW00013958,2/28/2021,6:21:00,FM-16,343,71
USW00013958,2/28/2021,6:51:00,FM-15,343,70
USW00013958,2/28/2021,7:51:00,FM-15,343,71
USW00013958,2/28/2021,8:27:00,FM-16,343,71
USW00013958,2/28/2021,8:51:00,FM-15,343,71
USW00013958,2/28/2021,9:03:00,FM-16,343,71
USW00013958,2/28/2021,9:33:00,FM-16,343,72
USW00013958,2/28/2021,9:51:00,FM-15,343,72
USW00013958,2/28/2021,10:13:00,FM-16,343,73
USW00013958,2/28/2021,10:51:00,FM-15,343,73
USW00013958,2/28/2021,11:51:00,FM-15,343,73
USW00013958,2/28/2021,12:00:00,FM-12,220,73
USW00013958,2/28/2021,12:51:00,FM-15,343,74
USW00013958,2/28/2021,13:51:00,FM-15,343,74
USW00013958,2/28/2021,14:51:00,FM-15,343,72
USW00013958,2/28/2021,15:26:00,FM-16,343,72
USW00013958,2/28/2021,15:51:00,FM-15,343,73
USW00013958,2/28/2021,16:51:00,FM-15,343,73
USW00013958,2/28/2021,17:51:00,FM-15,223,73
USW00013958,2/28/2021,18:00:00,FM-12,220,73
USW00013958,2/28/2021,18:51:00,FM-15,343,71
USW00013958,2/28/2021,19:51:00,FM-15,343,70
USW00013958,2/28/2021,20:51:00,FM-15,343,65
USW00013958,2/28/2021,21:11:00,FM-16,343,64
USW00013958,2/28/2021,22:15:00,FM-16,343,61
USW00013958,2/28/2021,22:51:00,FM-15,343,60
USW00013958,2/28/2021,23:51:00,FM-15,343,58
USW00013958,3/1/2021,0:00:00,FM-12,220,58
USW00013958,3/1/2021,0:51:00,FM-15,343,57
USW00013958,3/1/2021,1:51:00,FM-15,343,56
USW00013958,3/1/2021,2:08:00,FM-16,343,56
USW00013958,3/1/2021,2:38:00,FM-16,343,56
USW00013958,3/1/2021,2:51:00,FM-15,343,56
USW00013958,3/1/2021,3:51:00,FM-15,343,54
USW00013958,3/1/2021,4:06:00,FM-16,343,55
USW00013958,3/1/2021,4:36:00,FM-16,343,55
USW00013958,3/1/2021,4:51:00,FM-15,343,54
USW00013958,3/1/2021,5:32:00,FM-16,343,55
USW00013958,3/1/2021,5:51:00,FM-15,343,54
USW00013958,3/1/2021,6:00:00,FM-12,220,54
USW00013958,3/1/2021,6:51:00,FM-15,343,51
USW00013958,3/1/2021,7:51:00,FM-15,343,50
USW00013958,3/1/2021,8:03:00,FM-16,343,50
USW00013958,3/1/2021,8:30:00,FM-16,343,50
USW00013958,3/1/2021,8:51:00,FM-15,343,51
USW00013958,3/1/2021,9:51:00,FM-15,343,50
USW00013958,3/1/2021,10:51:00,FM-15,343,49
USW00013958,3/1/2021,11:00:00,FM-16,343,48
USW00013958,3/1/2021,11:13:00,FM-16,343,48
USW00013958,3/1/2021,11:51:00,FM-15,343,50
USW00013958,3/1/2021,12:00:00,FM-12,220,50
USW00013958,3/1/2021,12:51:00,FM-15,343,53
USW00013958,3/1/2021,13:51:00,FM-15,343,54
USW00013958,3/1/2021,14:51:00,FM-15,343,54
USW00013958,3/1/2021,15:51:00,FM-15,343,53
USW00013958,3/1/2021,16:51:00,FM-15,343,52
USW00013958,3/1/2021,17:51:00,FM-15,343,52
USW00013958,3/1/2021,18:00:00,FM-12,220,52
USW00013958,3/1/2021,18:03:00,FM-16,343,52
USW00013958,3/1/2021,18:51:00,FM-15,343,52
USW00013958,3/1/2021,19:43:00,FM-16,343,52
USW00013958,3/1/2021,19:51:00,FM-15,343,52
USW00013958,3/1/2021,20:51:00,FM-15,343,52
USW00013958,3/1/2021,21:51:00,FM-15,343,52
USW00013958,3/1/2021,22:51:00,FM-15,343,52
USW00013958,3/1/2021,23:51:00,FM-15,343,52
USW00013958,3/2/2021,0:00:00,FM-12,220,52
USW00013958,3/2/2021,0:51:00,FM-15,343,52
USW00013958,3/2/2021,1:51:00,FM-15,343,51
USW00013958,3/2/2021,2:51:00,FM-15,343,49
USW00013958,3/2/2021,3:51:00,FM-15,343,47
USW00013958,3/2/2021,4:51:00,FM-15,343,47
USW00013958,3/2/2021,5:51:00,FM-15,343,46
USW00013958,3/2/2021,6:00:00,FM-12,220,46
USW00013958,3/2/2021,6:51:00,FM-15,343,45
USW00013958,3/2/2021,7:51:00,FM-15,343,47
USW00013958,3/2/2021,8:51:00,FM-15,343,51
USW00013958,3/2/2021,9:51:00,FM-15,343,55
USW00013958,3/2/2021,10:51:00,FM-15,343,
USW00013958,3/2/2021,11:51:00,FM-15,343,60
USW00013958,3/2/2021,12:00:00,FM-12,220,60
USW00013958,3/2/2021,12:51:00,FM-15,343,63
USW00013958,3/2/2021,13:51:00,FM-15,343,65
USW00013958,3/2/2021,14:51:00,FM-15,343,66
USW00013958,3/2/2021,15:51:00,FM-15,343,67
USW00013958,3/2/2021,16:51:00,FM-15,343,65
USW00013958,3/2/2021,17:51:00,FM-15,343,62
USW00013958,3/2/2021,18:00:00,FM-12,220,62
USW00013958,3/2/2021,18:51:00,FM-15,343,59
USW00013958,3/2/2021,19:51:00,FM-15,343,56
USW00013958,3/2/2021,20:51:00,FM-15,343,54
USW00013958,3/2/2021,21:51:00,FM-15,343,51
USW00013958,3/2/2021,22:51:00,FM-15,343,48
USW00013958,3/2/2021,23:51:00,FM-15,343,47
USW00013958,3/3/2021,0:00:00,FM-12,220,47
USW00013958,3/3/2021,0:51:00,FM-15,343,44
USW00013958,3/3/2021,1:51:00,FM-15,343,42
USW00013958,3/3/2021,2:51:00,FM-15,343,41
USW00013958,3/3/2021,3:51:00,FM-15,343,41
USW00013958,3/3/2021,4:51:00,FM-15,343,42
USW00013958,3/3/2021,5:51:00,FM-15,343,39
USW00013958,3/3/2021,6:00:00,FM-12,220,39
USW00013958,3/3/2021,6:51:00,FM-15,343,38
USW00013958,3/3/2021,7:51:00,FM-15,343,42
USW00013958,3/3/2021,8:51:00,FM-15,343,51
USW00013958,3/3/2021,9:51:00,FM-15,343,59
USW00013958,3/3/2021,10:51:00,FM-15,343,63
USW00013958,3/3/2021,11:51:00,FM-15,343,66
USW00013958,3/3/2021,12:00:00,FM-12,220,66
USW00013958,3/3/2021,12:51:00,FM-15,343,68
USW00013958,3/3/2021,13:51:00,FM-15,343,70
USW00013958,3/3/2021,14:51:00,FM-15,343,72
USW00013958,3/3/2021,15:51:00,FM-15,343,72
USW00013958,3/3/2021,16:51:00,FM-15,343,71
USW00013958,3/3/2021,17:51:00,FM-15,343,69
USW00013958,3/3/2021,18:00:00,FM-12,220,69
USW00013958,3/3/2021,18:51:00,FM-15,343,66
USW00013958,3/3/2021,19:51:00,FM-15,343,63
USW00013958,3/3/2021,20:51:00,FM-15,343,62
USW00013958,3/3/2021,21:51:00,FM-15,343,60
USW00013958,3/3/2021,22:51:00,FM-15,343,58
USW00013958,3/3/2021,23:51:00,FM-15,343,55
USW00013958,3/4/2021,0:00:00,FM-12,220,55
USW00013958,3/4/2021,0:51:00,FM-15,343,54
USW00013958,3/4/2021,1:51:00,FM-15,343,52
USW00013958,3/4/2021,2:51:00,FM-15,343,49
USW00013958,3/4/2021,3:51:00,FM-15,343,49
USW00013958,3/4/2021,4:51:00,FM-15,343,47
USW00013958,3/4/2021,5:51:00,FM-15,343,47
USW00013958,3/4/2021,6:00:00,FM-12,220,47
USW00013958,3/4/2021,6:51:00,FM-15,343,45
USW00013958,3/4/2021,7:51:00,FM-15,343,51
USW00013958,3/4/2021,8:51:00,FM-15,343,57
USW00013958,3/4/2021,9:51:00,FM-15,343,64
USW00013958,3/4/2021,10:51:00,FM-15,343,69
USW00013958,3/4/2021,11:51:00,FM-15,343,72
USW00013958,3/4/2021,12:00:00,FM-12,220,72
USW00013958,3/4/2021,12:51:00,FM-15,343,74
USW00013958,3/4/2021,13:51:00,FM-15,343,75
USW00013958,3/4/2021,14:51:00,FM-15,343,76
USW00013958,3/4/2021,15:51:00,FM-15,343,76
USW00013958,3/4/2021,16:51:00,FM-15,343,75
USW00013958,3/4/2021,17:51:00,FM-15,343,72
USW00013958,3/4/2021,18:00:00,FM-12,220,72
USW00013958,3/4/2021,18:51:00,FM-15,343,70
USW00013958,3/4/2021,19:51:00,FM-15,343,67
USW00013958,3/4/2021,20:51:00,FM-15,343,64
USW00013958,3/4/2021,21:51:00,FM-15,343,61
USW00013958,3/4/2021,22:51:00,FM-15,343,59
USW00013958,3/4/2021,23:11:00,FM-16,343,58
USW00013958,3/4/2021,23:39:00,FM-16,343,58
USW00013958,3/4/2021,23:46:00,FM-16,343,57
USW00013958,3/4/2021,23:51:00,FM-15,343,57
USW00013958,3/5/2021,0:00:00,FM-12,220,57
USW00013958,3/5/2021,0:51:00,FM-15,343,58
USW00013958,3/5/2021,1:51:00,FM-15,343,58
USW00013958,3/5/2021,2:11:00,FM-16,343,58
USW00013958,3/5/2021,2:51:00,FM-15,343,58
USW00013958,3/5/2021,3:51:00,FM-15,343,58
USW00013958,3/5/2021,4:51:00,FM-15,343,58
USW00013958,3/5/2021,5:51:00,FM-15,343,58
USW00013958,3/5/2021,6:00:00,FM-12,220,58
USW00013958,3/5/2021,6:51:00,FM-15,343,58
USW00013958,3/5/2021,7:51:00,FM-15,343,59
USW00013958,3/5/2021,8:51:00,FM-15,343,62
USW00013958,3/5/2021,9:21:00,FM-16,343,63
USW00013958,3/5/2021,9:51:00,FM-15,343,68
USW00013958,3/5/2021,10:51:00,FM-15,343,73
USW00013958,3/5/2021,11:51:00,FM-15,343,74
USW00013958,3/5/2021,12:00:00,FM-12,220,74
USW00013958,3/5/2021,12:51:00,FM-15,343,77
USW00013958,3/5/2021,13:51:00,FM-15,343,79
USW00013958,3/5/2021,14:51:00,FM-15,343,79
USW00013958,3/5/2021,15:51:00,FM-15,343,78
USW00013958,3/5/2021,16:51:00,FM-15,343,78
USW00013958,3/5/2021,17:51:00,FM-15,343,73
USW00013958,3/5/2021,18:00:00,FM-12,220,73
USW00013958,3/5/2021,18:51:00,FM-15,343,67
USW00013958,3/5/2021,19:51:00,FM-15,343,64
USW00013958,3/5/2021,20:51:00,FM-15,343,61
USW00013958,3/5/2021,21:51:00,FM-15,343,59
USW00013958,3/5/2021,22:51:00,FM-15,343,59
USW00013958,3/5/2021,23:28:00,FM-16,343,59
USW00013958,3/5/2021,23:51:00,FM-15,343,59
USW00013958,3/6/2021,0:00:00,FM-12,220,59
USW00013958,3/6/2021,0:51:00,FM-15,343,58
USW00013958,3/6/2021,1:26:00,FM-16,343,58
USW00013958,3/6/2021,1:51:00,FM-15,343,57
USW00013958,3/6/2021,2:51:00,FM-15,343,55
USW00013958,3/6/2021,3:51:00,FM-15,343,54
USW00013958,3/6/2021,4:51:00,FM-15,343,53
USW00013958,3/6/2021,5:51:00,FM-15,343,52
USW00013958,3/6/2021,6:00:00,FM-12,220,52
USW00013958,3/6/2021,6:51:00,FM-15,343,51
USW00013958,3/6/2021,7:51:00,FM-15,343,52
USW00013958,3/6/2021,8:51:00,FM-15,343,54
USW00013958,3/6/2021,9:51:00,FM-15,343,58
USW00013958,3/6/2021,10:51:00,FM-15,343,62
USW00013958,3/6/2021,11:51:00,FM-15,343,64
USW00013958,3/6/2021,12:00:00,FM-12,220,64
